Unnamed: 0_level_0,Unnamed: 1_level_0,Unnamed: 2_level_0,Unnamed: 3_level_0,Unnamed: 4_level_0,Unnamed: 5_level_0,Unnamed: 6_level_0,Unnamed: 7_level_0,Touches,Touches,Touches,Touches,Touches,Touches,Touches,Take-Ons,Take-Ons,Take-Ons,Take-Ons,Take-Ons,Carries,Carries,Carries,Carries,Carries,Carries,Carries,Carries,Receiving,Receiving,Unnamed: 30_level_0
Rk,Player,Nation,Pos,Squad,Age,Born,90s,Touches,Def Pen,Def 3rd,Mid 3rd,Att 3rd,Att Pen,Live,Att,Succ,Succ%,Tkld,Tkld%,Carries,TotDist,PrgDist,PrgC,1/3,CPA,Mis,Dis,Rec,PrgR,Matches
175,Yevhen Cheberko,ua UKR,DF,Columbus Crew,25,1998,2.2,154,16,69,80,5,1,154,4,3,75.0,0,0.0,93,387,196,1,0,0,4,1,99,0,Matches
Rk,Player,Nation,Pos,Squad,Age,Born,90s,Touches,Def Pen,Def 3rd,Mid 3rd,Att 3rd,Att Pen,Live,Att,Succ,Succ%,Tkld,Tkld%,Carries,TotDist,PrgDist,PrgC,1/3,CPA,Mis,Dis,Rec,PrgR,Matches
176,Giorgio Chiellini,it ITA,DF,Los Angeles FC,38,1984,15.2,1148,97,484,626,45,13,1148,3,3,100.0,0,0.0,692,3432,2003,11,9,0,4,2,774,2,Matches
177,Mathieu Choiniere,ca CAN,"MF,DF",CF Montréal,23,1999,27.0,1482,43,278,669,551,55,1481,46,21,45.7,22,47.8,792,4266,2189,61,51,10,43,22,918,137,Matches
178,Léo Chú,br BRA,FW,Seattle,22,2000,22.8,938,4,72,321,561,115,938,90,33,36.7,47,52.2,664,5057,2647,102,59,50,51,22,724,287,Matches
179,José Cifuentes,ec ECU,MF,Los Angeles FC,23,1999,15.1,960,13,116,502,359,33,960,44,26,59.1,17,38.6,626,3205,1661,46,35,5,36,23,736,63,Matches
180,Cam Cilley,us USA,"FW,MF",San Jose,22,2000,0.0,5,1,2,1,2,0,5,0,0,,0,,1,0,0,0,0,0,0,0,0,0,Matches
181,Abdoulaye Cissoko,fr FRA,DF,Seattle,23,1999,1.0,80,4,32,47,1,1,80,0,0,,0,,41,187,77,0,0,0,1,0,63,0,Matches
182,Steve Clark,us USA,GK,Dynamo FC,36,1986,33.0,1160,1034,1159,1,0,0,1160,2,2,100.0,0,0.0,725,3651,2425,0,0,0,0,0,560,0,Matches
183,Stefan Cleveland,us USA,GK,Seattle,28,1994,2.0,50,45,50,0,0,0,50,0,0,,0,,18,143,104,0,0,0,0,0,15,0,Matches
184,Noah Cobb,us USA,DF,Atlanta Utd,17,2005,2.2,164,15,89,75,1,0,164,0,0,,0,,97,291,147,0,0,0,2,0,116,0,Matches
185,Alonso Coello,es ESP,MF,Toronto FC,23,1999,14.3,1161,35,343,702,134,6,1161,24,17,70.8,7,29.2,721,3297,1318,10,12,3,15,13,861,12,Matches
186,Jackson Conway,us USA,FW,Atlanta Utd,21,2001,0.6,12,0,0,8,4,1,12,1,1,100.0,0,0.0,8,34,11,0,0,0,1,0,8,3,Matches
187,Enzo Copetti,ar ARG,FW,Charlotte,27,1996,22.0,792,26,49,343,405,96,791,42,13,31.0,27,64.3,436,1813,636,21,19,9,84,33,628,152,Matches
188,Gabriele Corbo,it ITA,DF,CF Montréal,23,2000,25.4,1494,139,674,744,91,5,1494,7,2,28.6,5,71.4,806,3172,1538,14,12,0,11,2,932,23,Matches
189,Sergio Córdova,ve VEN,"FW,MF",Vancouver,25,1997,9.4,289,12,33,110,151,43,289,35,17,48.6,15,42.9,170,1158,649,22,14,10,23,4,198,58,Matches
190,Carlos Coronel,py PAR,GK,NY Red Bulls,26,1996,34.0,1075,711,1051,26,0,0,1075,0,0,,0,,552,2920,1493,0,1,1,0,0,406,0,Matches
191,Guzmán Corujo,uy URU,DF,Charlotte,26,1996,3.9,198,30,123,70,6,3,198,1,0,0.0,1,100.0,83,323,91,0,1,0,1,0,114,0,Matches
192,Douglas Costa,br BRA,"FW,MF",LA Galaxy,32,1990,13.5,905,8,96,411,413,34,905,75,42,56.0,28,37.3,630,4492,2323,71,47,17,23,18,698,98,Matches
193,Séga Coulibaly,fr FRA,DF,LA Galaxy,26,1996,1.0,63,9,32,29,2,0,63,0,0,,0,,38,144,69,0,2,0,0,0,49,0,Matches
194,Cade Cowell,us USA,FW,San Jose,19,2003,17.1,616,15,76,221,334,75,616,84,38,45.2,40,47.6,429,3126,1429,59,42,23,51,29,449,154,Matches
195,Ben Cremaschi,us USA,"MF,FW",Inter Miami,17,2005,19.9,1104,22,168,595,360,55,1104,57,28,49.1,25,43.9,708,3207,1283,31,30,8,65,29,824,103,Matches
196,Maxime Crépeau,ca CAN,GK,Los Angeles FC,28,1994,7.0,228,183,227,1,0,0,228,0,0,,0,,125,613,367,0,0,0,1,0,100,0,Matches
197,Daniel Crisostomo,us USA,MF,Los Angeles FC,26,1997,3.1,172,6,46,84,42,1,172,5,4,80.0,1,20.0,119,488,178,2,6,0,3,2,116,8,Matches
198,Andrés Cubas,py PAR,MF,Vancouver,26,1996,23.8,1432,64,385,991,75,0,1432,17,9,52.9,7,41.2,783,3317,1197,4,10,0,21,13,909,5,Matches
199,Cucho,co COL,FW,Columbus Crew,23,1999,26.3,1313,5,70,429,830,183,1308,124,54,43.5,59,47.6,872,5114,2437,102,60,54,79,37,1043,235,Matches
200,Mauricio Cuevas,us USA,DF,LA Galaxy,19,2003,4.7,307,17,84,145,81,3,307,9,4,44.4,3,33.3,190,849,434,9,9,0,10,1,203,28,Matches
Rk,Player,Nation,Pos,Squad,Age,Born,90s,Touches,Def Pen,Def 3rd,Mid 3rd,Att 3rd,Att Pen,Live,Att,Succ,Succ%,Tkld,Tkld%,Carries,TotDist,PrgDist,PrgC,1/3,CPA,Mis,Dis,Rec,PrgR,Matches
201,Braian Cufré,ar ARG,DF,NYCFC,26,1996,20.7,1145,64,305,509,340,35,1145,36,22,61.1,12,33.3,553,2500,1195,28,20,7,26,15,672,125,Matches
202,Antony Curic,ca CAN,DF,Toronto FC,22,2001,0.0,4,0,0,4,0,0,4,0,0,,0,,2,8,7,0,0,0,1,0,3,0,Matches
203,Rafael Czichos,de GER,DF,Chicago Fire,32,1990,27.9,1527,259,879,614,50,30,1526,15,9,60.0,5,33.3,849,4226,2358,14,7,2,11,4,925,7,Matches
204,Cristián Dajome,co COL,"FW,DF",D.C. United,29,1994,8.7,353,11,40,155,162,32,353,29,13,44.8,11,37.9,229,1389,661,27,17,11,25,14,255,71,Matches
205,Cristián Dajome,co COL,"MF,FW",Vancouver,29,1994,3.3,154,2,19,44,93,12,154,16,6,37.5,7,43.8,74,545,249,10,6,2,7,6,96,28,Matches
206,Dagur Dan Þórhallsson,is ISL,"DF,MF",Orlando City,22,2000,13.4,693,29,174,310,220,18,693,28,20,71.4,5,17.9,425,2934,1399,33,35,6,17,12,450,42,Matches
207,Daniel,br BRA,GK,San Jose,28,1994,21.6,584,533,579,7,0,0,584,1,1,100.0,0,0.0,261,1580,1059,0,0,0,0,0,148,0,Matches
208,Jesús Daniel Bueno,ve VEN,MF,Philadelphia,23,1999,10.7,578,24,114,356,115,6,578,11,3,27.3,6,54.5,276,1446,635,13,15,2,10,9,342,24,Matches
209,Juan David Mosquera,co COL,DF,Portland Timbers,20,2002,26.7,1668,56,354,784,555,47,1668,66,35,53.0,23,34.8,857,4865,2778,76,63,14,47,30,959,117,Matches
210,Bode Davis,us USA,DF,Real Salt Lake,20,2002,13.1,880,32,225,429,232,14,880,27,13,48.1,13,48.1,452,2147,1116,31,23,4,13,7,545,57,Matches
211,Erick Davis,pa PAN,DF,D.C. United,31,1991,6.0,401,24,105,199,104,2,401,9,5,55.6,3,33.3,198,896,455,9,9,0,5,6,202,17,Matches
212,Jake Davis,us USA,DF,Sporting KC,21,2002,22.6,1557,58,439,741,386,14,1557,30,17,56.7,9,30.0,813,3622,1735,35,34,4,29,16,983,110,Matches
213,Sean Davis,us USA,MF,Nashville,29,1993,20.8,956,50,238,582,143,22,956,13,7,53.8,5,38.5,453,1577,621,4,6,1,14,10,576,17,Matches
214,Jonathan Dean,us USA,DF,Chicago Fire,25,1997,15.3,813,64,283,384,149,6,813,15,7,46.7,5,33.3,376,1967,995,29,10,1,17,5,427,57,Matches
215,Miloš Degenek,au AUS,DF,Columbus Crew,28,1994,9.5,699,92,378,299,27,7,699,4,3,75.0,1,25.0,404,1813,938,2,1,0,2,1,415,0,Matches
216,Brecht Dejaegere,be BEL,"FW,MF",Charlotte,31,1991,5.3,278,3,31,117,130,23,278,16,4,25.0,8,50.0,189,1058,503,16,8,5,15,9,205,39,Matches
217,Marky Delgado,us USA,MF,LA Galaxy,27,1995,25.7,1788,50,352,994,455,39,1788,26,12,46.2,12,46.2,1037,4614,2275,58,37,6,29,18,1301,158,Matches
218,Luis Díaz,cr CRC,FW,Colorado Rapids,24,1998,1.0,54,1,7,17,30,7,54,7,1,14.3,4,57.1,35,374,185,8,4,2,2,2,40,13,Matches
219,Luis Díaz,cr CRC,"DF,MF",Columbus Crew,24,1998,0.9,49,2,4,18,30,3,49,7,6,85.7,0,0.0,39,257,87,3,6,2,6,1,39,14,Matches
220,Bakaye Dibassy,ml MLI,DF,Minnesota Utd,33,1989,5.3,253,21,101,120,33,6,253,3,2,66.7,1,33.3,129,650,337,5,3,0,7,1,168,19,Matches
221,Adama Diomande,no NOR,FW,Toronto FC,32,1990,1.8,53,2,3,29,21,1,53,0,0,,0,,27,106,52,1,3,0,2,2,45,4,Matches
222,Clément Diop,sn SEN,GK,Atlanta Utd,29,1993,1.5,50,44,50,0,0,0,50,0,0,,0,,25,118,71,0,0,0,0,0,27,0,Matches
223,Hamady Diop,sn SEN,"DF,MF",Charlotte,20,2002,0.4,21,5,17,4,0,0,21,1,1,100.0,0,0.0,7,50,20,1,0,0,0,0,6,0,Matches
224,Sofiane Djeffal,fr FRA,MF,Austin,23,1999,3.5,156,8,45,89,23,1,156,8,7,87.5,1,12.5,84,401,159,2,1,0,2,2,105,7,Matches
225,Ethan Dobbelaere,us USA,FW,Seattle,20,2002,1.1,35,0,2,16,17,2,35,2,1,50.0,1,50.0,24,96,28,1,0,1,3,1,31,9,Matches
Rk,Player,Nation,Pos,Squad,Age,Born,90s,Touches,Def Pen,Def 3rd,Mid 3rd,Att 3rd,Att Pen,Live,Att,Succ,Succ%,Tkld,Tkld%,Carries,TotDist,PrgDist,PrgC,1/3,CPA,Mis,Dis,Rec,PrgR,Matches
226,Ronald Donkor,ml MLI,"MF,DF",NY Red Bulls,18,2004,0.5,28,0,3,13,13,4,28,5,2,40.0,3,60.0,20,156,94,3,1,1,0,1,15,5,Matches
227,Christopher Donovan,us USA,FW,Philadelphia,22,2000,4.3,169,4,15,82,76,21,169,8,2,25.0,6,75.0,81,562,101,5,3,5,11,6,115,27,Matches
228,Griffin Dorsey,us USA,DF,Dynamo FC,23,1999,11.4,645,41,199,255,197,25,645,35,14,40.0,14,40.0,352,2204,1234,38,22,5,16,6,416,62,Matches
229,C.J. dos Santos,us USA,GK,Inter Miami,22,2000,1.0,60,50,59,1,0,0,60,0,0,,0,,43,143,74,0,0,0,0,0,33,0,Matches
230,Hassani Dotson,us USA,"MF,FW",Minnesota Utd,25,1997,28.6,1624,60,331,808,507,67,1624,72,40,55.6,31,43.1,882,4125,1800,27,36,7,51,48,1052,104,Matches
231,Ousmane Doumbia,ci CIV,MF,Chicago Fire,30,1992,9.0,494,27,160,275,63,4,494,6,3,50.0,3,50.0,278,1283,567,6,8,0,11,5,343,5,Matches
232,Sebastián Driussi,ar ARG,"MF,FW",Austin,26,1996,25.6,1206,44,144,612,481,87,1204,126,61,48.4,55,43.7,777,4841,2251,71,50,13,50,33,876,135,Matches
233,Erik Duenas,us USA,"MF,DF",Los Angeles FC,18,2004,8.4,514,9,90,278,152,5,514,29,16,55.2,10,34.5,316,1547,669,16,10,1,25,19,332,28,Matches
234,Bryce Duke,us USA,MF,Inter Miami,21,2001,4.9,384,5,41,255,94,3,384,13,3,23.1,10,76.9,221,783,310,1,8,0,12,7,281,16,Matches
235,Bryce Duke,us USA,"MF,FW",CF Montréal,21,2001,16.3,855,5,85,441,337,19,855,50,14,28.0,28,56.0,517,2433,1254,38,30,2,44,15,589,84,Matches
236,Cameron Duke,us USA,DF,Sporting KC,21,2001,1.5,118,5,32,65,24,0,118,4,1,25.0,3,75.0,65,364,205,3,4,0,5,1,64,10,Matches
237,Cameron Dunbar,us USA,"MF,FW",Minnesota Utd,20,2002,1.3,46,2,9,16,22,5,46,6,1,16.7,4,66.7,27,125,36,2,1,0,3,2,21,10,Matches
238,Kyle Duncan,us USA,DF,NY Red Bulls,25,1997,20.5,1201,50,284,556,388,35,1201,68,31,45.6,28,41.2,541,3426,1812,56,32,14,40,15,502,85,Matches
239,Chris Durkin,us USA,MF,D.C. United,22,2000,21.9,973,36,197,461,329,46,973,36,21,58.3,12,33.3,537,2747,1133,28,29,8,27,30,599,104,Matches
240,Jeremy Ebobisse,us USA,FW,San Jose,25,1997,32.9,988,19,70,474,460,107,987,83,53,63.9,24,28.9,645,3088,1153,35,32,13,65,53,773,142,Matches
241,Daniel Edelman,us USA,MF,NY Red Bulls,19,2003,20.6,1136,37,176,747,225,3,1136,12,6,50.0,4,33.3,532,2472,1130,13,13,1,14,11,651,21,Matches
242,Earl Edwards Jr.,us USA,GK,New England,31,1992,10.0,364,325,363,1,0,0,364,0,0,,0,,198,1087,626,0,0,0,0,0,137,0,Matches
243,Raheem Edwards,ca CAN,DF,LA Galaxy,27,1995,20.8,1373,77,440,576,374,51,1373,71,41,57.7,18,25.4,793,4207,2064,56,50,16,48,18,875,124,Matches
244,Jack Elliott,eng ENG,DF,Philadelphia,27,1995,31.0,1644,260,996,588,69,41,1644,10,5,50.0,3,30.0,855,4073,2177,13,8,0,8,5,955,7,Matches
245,Herbert Endeley,us USA,"MF,FW",FC Dallas,21,2001,2.4,84,5,22,35,28,5,84,8,4,50.0,2,25.0,44,310,168,5,3,3,7,5,47,10,Matches
246,Emeka Eneli,us USA,"DF,MF",Real Salt Lake,23,1999,14.7,845,31,205,442,213,9,845,46,29,63.0,12,26.1,464,2446,1177,28,24,4,13,5,502,37,Matches
247,Ramiro Enrique,ar ARG,FW,Orlando City,21,2001,11.5,388,18,46,170,177,57,388,18,13,72.2,5,27.8,204,1251,552,20,14,7,19,14,291,63,Matches
248,Franco Escobar,ar ARG,DF,Dynamo FC,27,1995,24.7,1458,78,455,651,362,38,1458,44,27,61.4,14,31.8,768,3507,1596,37,26,8,36,18,848,120,Matches
249,Cristian Espinoza,ar ARG,"FW,MF",San Jose,27,1995,33.7,1952,26,204,591,1181,126,1948,135,59,43.7,72,53.3,1126,6866,3138,137,71,47,79,42,1296,351,Matches
250,Roger Espinoza,hn HON,MF,Sporting KC,36,1986,8.1,491,11,80,272,144,14,491,10,7,70.0,3,30.0,282,1311,602,17,17,4,12,9,343,39,Matches
Rk,Player,Nation,Pos,Squad,Age,Born,90s,Touches,Def Pen,Def 3rd,Mid 3rd,Att 3rd,Att Pen,Live,Att,Succ,Succ%,Tkld,Tkld%,Carries,TotDist,PrgDist,PrgC,1/3,CPA,Mis,Dis,Rec,PrgR,Matches
251,Derrick Etienne,ht HAI,"FW,MF",Atlanta Utd,26,1996,11.6,443,10,51,140,259,55,443,34,10,29.4,20,58.8,313,2085,1056,41,23,20,24,8,324,109,Matches
252,Evander,br BRA,"MF,FW",Portland Timbers,24,1998,24.5,1363,12,131,633,622,67,1362,86,55,64.0,23,26.7,783,4550,2362,68,60,22,52,32,924,123,Matches
253,Diego Fagúndez,uy URU,"FW,MF",Austin,27,1995,11.4,518,14,67,175,281,33,518,36,11,30.6,22,61.1,282,1745,696,18,10,6,14,12,336,84,Matches
254,Diego Fagúndez,uy URU,"FW,MF",LA Galaxy,27,1995,6.4,300,10,53,105,147,15,300,10,4,40.0,6,60.0,184,1042,477,11,9,1,7,6,201,51,Matches
255,José Fajardo,pa PAN,"FW,MF",D.C. United,29,1993,2.7,75,1,6,24,46,16,75,8,2,25.0,5,62.5,39,238,119,4,1,3,4,2,43,10,Matches
256,Mamadou Fall,sn SEN,DF,Los Angeles FC,20,2002,1.0,69,6,33,31,5,2,69,1,1,100.0,0,0.0,37,262,148,2,1,0,1,0,44,0,Matches
257,Marco Farfan,us USA,DF,FC Dallas,24,1998,29.8,1590,89,520,728,362,34,1590,39,26,66.7,11,28.2,774,3623,1797,44,31,6,31,22,944,117,Matches
258,Jordan Faria,ca CAN,FW,Toronto FC,22,2000,0.3,13,0,0,9,4,1,13,1,0,0.0,1,100.0,8,32,18,0,1,0,1,1,8,1,Matches
259,Facundo Farías,ar ARG,"FW,MF",Inter Miami,20,2002,9.3,527,0,24,242,266,30,527,38,15,39.5,20,52.6,372,2238,1059,33,22,12,32,20,438,47,Matches
260,Andrew Farrell,us USA,DF,New England,30,1992,21.5,1191,151,604,550,44,4,1191,10,6,60.0,4,40.0,682,3160,1707,7,5,0,6,4,744,10,Matches
261,Mohamed Farsi,ca CAN,"DF,MF",Columbus Crew,23,1999,24.0,1462,38,305,545,629,63,1462,58,23,39.7,33,56.9,890,4967,2524,84,53,22,35,19,933,237,Matches
262,Felipe,br BRA,MF,Orlando City,32,1990,6.3,418,17,92,239,92,9,418,4,2,50.0,2,50.0,245,909,378,5,9,1,2,6,323,5,Matches
263,Julián Fernández,ar ARG,"FW,MF",NYCFC,19,2004,3.6,258,1,26,95,138,20,258,10,5,50.0,5,50.0,156,1047,477,15,7,9,21,9,188,48,Matches
264,Omir Fernandez,us USA,"MF,FW",NY Red Bulls,23,1999,19.4,659,12,68,264,336,69,657,57,21,36.8,29,50.9,404,2241,1140,39,22,17,48,32,429,105,Matches
265,Jesús Ferreira,us USA,FW,FC Dallas,22,2000,25.2,1160,17,99,524,546,93,1159,29,16,55.2,12,41.4,622,2704,1242,38,29,15,43,17,797,140,Matches
266,Sebastián Ferreira,py PAR,FW,Dynamo FC,24,1998,3.4,136,0,3,62,72,19,136,4,4,100.0,0,0.0,78,210,56,1,0,2,14,7,105,25,Matches
267,Ethan Finlay,us USA,"FW,MF",Austin,32,1990,18.8,544,20,98,191,260,55,544,29,13,44.8,15,51.7,306,1722,800,24,14,8,33,12,338,148,Matches
268,Nicolas Firmino,us USA,MF,Atlanta Utd,22,2001,0.0,13,0,0,9,4,2,13,2,0,0.0,2,100.0,7,24,5,0,0,0,0,1,11,0,Matches
269,Leon Flach,us USA,MF,Philadelphia,21,2001,19.9,663,34,182,316,168,9,663,6,2,33.3,4,66.7,298,1075,497,6,13,0,14,10,331,27,Matches
270,Kristian Fletcher,us USA,"FW,MF",D.C. United,17,2005,1.5,68,0,3,27,38,11,68,7,2,28.6,5,71.4,45,280,114,6,0,4,6,6,58,19,Matches
271,Danny Flores,us USA,MF,Sporting KC,20,2002,0.1,3,0,0,3,0,0,3,0,0,,0,,2,12,0,0,0,0,1,0,3,0,Matches
272,CJ Fodrey,us USA,"DF,FW",Austin,18,2004,0.4,21,0,1,8,12,3,21,2,2,100.0,0,0.0,15,65,28,0,0,0,1,0,15,6,Matches
273,Nathan Fogaça,br BRA,FW,Portland Timbers,23,1999,6.3,250,4,23,107,124,35,250,12,5,41.7,7,58.3,145,687,206,6,7,5,27,17,184,41,Matches
274,Andreu Fontàs,es ESP,DF,Sporting KC,33,1989,26.6,2183,209,1041,1059,92,20,2183,7,6,85.7,1,14.3,1378,6499,4413,14,11,0,9,6,1651,1,Matches
275,Ajani Fortune,tt TRI,MF,Atlanta Utd,20,2002,4.2,198,9,56,112,33,8,198,5,4,80.0,1,20.0,122,587,261,5,2,0,5,0,147,8,Matches
Rk,Player,Nation,Pos,Squad,Age,Born,90s,Touches,Def Pen,Def 3rd,Mid 3rd,Att 3rd,Att Pen,Live,Att,Succ,Succ%,Tkld,Tkld%,Carries,TotDist,PrgDist,PrgC,1/3,CPA,Mis,Dis,Rec,PrgR,Matches
276,Taxiarchis Fountas,gr GRE,"FW,MF",D.C. United,27,1995,12.2,449,4,16,197,242,52,448,26,15,57.7,6,23.1,286,1545,712,32,16,9,25,12,342,79,Matches
277,Franco Fragapane,ar ARG,"MF,FW",Minnesota Utd,29,1993,14.8,754,4,87,316,360,68,754,42,18,42.9,20,47.6,421,2430,1046,30,25,12,35,14,532,114,Matches
278,Iván Franco,py PAR,"FW,MF",Dynamo FC,22,2000,11.8,523,10,88,219,224,58,523,34,16,47.1,12,35.3,313,1619,841,25,20,8,35,13,345,80,Matches
279,Kobe Franklin,ca CAN,"DF,MF",Toronto FC,19,2003,24.1,1555,86,569,713,289,22,1555,39,18,46.2,16,41.0,870,4184,1900,35,31,3,37,11,938,79,Matches
280,Liam Fraser,ca CAN,MF,FC Dallas,24,1998,4.1,253,13,61,158,35,5,253,4,3,75.0,1,25.0,124,494,229,2,1,0,4,1,179,1,Matches
281,Ian Fray,us USA,"DF,MF",Inter Miami,20,2002,7.3,522,29,176,282,69,8,522,22,12,54.5,6,27.3,343,2054,1303,18,15,3,13,5,353,7,Matches
282,Alexander Freeman,us USA,DF,Orlando City,18,2004,0.0,0,0,0,0,0,0,0,0,0,,0,,0,0,0,0,0,0,0,0,0,0,Matches
283,Matt Freese,us USA,GK,NYCFC,24,1998,10.0,403,331,401,2,0,0,403,0,0,,0,,242,1179,772,0,0,0,0,0,203,0,Matches
284,Stefan Frei,ch SUI,GK,Seattle,36,1986,32.0,906,783,904,3,0,0,906,0,0,,0,,453,2785,1490,0,0,0,0,0,374,0,Matches
285,Ray Gaddis,us USA,DF,FC Cincinnati,33,1990,13.9,670,39,206,339,132,8,670,16,11,68.8,5,31.3,315,1320,620,10,8,3,14,8,338,40,Matches
286,Julian Gaines,us USA,DF,Los Angeles FC,20,2002,0.7,32,2,11,13,8,1,32,0,0,,0,,13,42,12,0,0,0,3,0,17,3,Matches
287,McKinze Gaines,us USA,"FW,MF",Charlotte,24,1998,8.2,328,4,37,122,175,25,328,37,25,67.6,11,29.7,204,1652,817,28,22,7,24,13,249,67,Matches
288,Jon Gallagher,ie IRL,"DF,MF",Austin,26,1996,31.0,1672,81,406,695,583,50,1672,71,28,39.4,34,47.9,1000,6645,3181,95,61,10,33,17,1056,215,Matches
289,Pedro Gallese,pe PER,GK,Orlando City,32,1990,30.0,926,765,919,7,0,0,926,1,1,100.0,0,0.0,449,2518,1714,0,0,0,1,0,333,0,Matches
290,Braian Galván,ar ARG,"FW,DF",Colorado Rapids,22,2000,7.4,368,9,60,174,140,9,367,29,9,31.0,15,51.7,248,1686,691,18,11,0,14,3,257,52,Matches
291,Mender García,co COL,"FW,MF",Minnesota Utd,24,1998,11.4,350,1,11,158,186,63,350,19,11,57.9,7,36.8,188,737,278,13,8,10,45,12,230,67,Matches
292,Chase Gasper,us USA,DF,Dynamo FC,27,1996,2.3,121,9,33,59,29,0,121,2,0,0.0,2,100.0,67,274,124,2,0,0,1,1,72,13,Matches
293,Ryan Gauld,sct SCO,"FW,MF",Vancouver,27,1995,29.2,1547,18,117,647,811,117,1539,53,29,54.7,20,37.7,829,4669,2473,77,59,7,49,21,1058,200,Matches
294,Luka Gavran,ca CAN,GK,Toronto FC,22,2000,4.0,165,156,165,0,0,0,165,0,0,,0,,77,328,177,0,0,0,2,0,66,0,Matches
295,Dániel Gazdag,hu HUN,MF,Philadelphia,26,1996,30.3,1401,11,110,736,575,93,1390,48,13,27.1,27,56.3,874,4098,1575,39,40,15,36,33,1076,154,Matches
296,Geovane,br BRA,DF,FC Dallas,21,2001,11.0,609,55,186,290,141,16,609,17,12,70.6,3,17.6,220,1249,699,19,12,3,15,3,302,50,Matches
297,Alex Gersbach,au AUS,"DF,MF",Colorado Rapids,25,1997,2.9,155,11,58,66,32,1,155,3,1,33.3,1,33.3,71,401,177,7,2,0,2,1,79,10,Matches
298,Giorgos Giakoumakis,gr GRE,FW,Atlanta Utd,28,1994,19.8,612,38,74,280,262,103,612,29,11,37.9,15,51.7,338,1268,446,10,10,4,45,19,435,105,Matches
